#  old_rank	structure_name		score
0	2	ranked_2.pdb_clean	-320.44115432435683
1	60	ranked_60.pdb_clean	-243.91388575843217
2	359	ranked_359.pdb_clean	-227.56615194631615
3	52	ranked_52.pdb_clean	-216.79321699321832
4	196	ranked_196.pdb_clean	-215.77843151397644
5	81	ranked_81.pdb_clean	-212.19656981706464
6	167	ranked_167.pdb_clean	-205.16453854721112
7	267	ranked_267.pdb_clean	-201.13006279502042
8	327	ranked_327.pdb_clean	-191.66254012960138
9	311	ranked_311.pdb_clean	-191.27130985377966
10	109	ranked_109.pdb_clean	-190.05487002591326
11	62	ranked_62.pdb_clean	-187.22635053652863
12	131	ranked_131.pdb_clean	-182.1737285881925
13	458	ranked_458.pdb_clean	-180.882485188425
14	423	ranked_423.pdb_clean	-173.27914753169574
15	531	ranked_531.pdb_clean	-172.8335084948004
16	370	ranked_370.pdb_clean	-171.79212291615335
17	275	ranked_275.pdb_clean	-168.59646143680305
18	138	ranked_138.pdb_clean	-157.39127609327426
19	182	ranked_182.pdb_clean	-151.89767646932705
20	16	ranked_16.pdb_clean	-142.89680541296386
21	66	ranked_66.pdb_clean	-138.71720222094825
22	140	ranked_140.pdb_clean	-134.2889731007466
23	288	ranked_288.pdb_clean	-127.21498692006773
24	0	ranked_0.pdb_clean	-125.2375041316544
25	159	ranked_159.pdb_clean	-124.55994528509773
26	367	ranked_367.pdb_clean	-124.26099997227251
27	295	ranked_295.pdb_clean	-120.73429144482674
28	212	ranked_212.pdb_clean	-108.05335519457459
29	322	ranked_322.pdb_clean	-100.6529097298863
30	215	ranked_215.pdb_clean	-100.17432997136694
31	246	ranked_246.pdb_clean	-99.25337926197612
32	413	ranked_413.pdb_clean	-99.19658499312216
33	318	ranked_318.pdb_clean	-98.59801367961074
34	304	ranked_304.pdb_clean	-97.03947819217422
35	186	ranked_186.pdb_clean	-91.73280003381007
36	500	ranked_500.pdb_clean	-90.76800535098369
37	117	ranked_117.pdb_clean	-90.1503556775139
38	38	ranked_38.pdb_clean	-85.9761040969953
39	339	ranked_339.pdb_clean	-81.36385081206389
40	313	ranked_313.pdb_clean	-78.26407291627419
41	40	ranked_40.pdb_clean	-71.81431727208921
42	525	ranked_525.pdb_clean	-67.93832497604204
43	374	ranked_374.pdb_clean	-61.88451839987359
44	77	ranked_77.pdb_clean	-59.984702381211875
45	315	ranked_315.pdb_clean	-51.66200111705496
46	99	ranked_99.pdb_clean	-47.35695012644446
47	376	ranked_376.pdb_clean	-45.08692730426175
48	405	ranked_405.pdb_clean	-44.73415632053015
49	328	ranked_328.pdb_clean	-44.3645648889523
50	64	ranked_64.pdb_clean	-43.45220344080517
51	442	ranked_442.pdb_clean	-42.42415568928686
52	152	ranked_152.pdb_clean	-41.71214611104757
53	255	ranked_255.pdb_clean	-41.57157035780517
54	293	ranked_293.pdb_clean	-40.61142380308618
55	166	ranked_166.pdb_clean	-40.26197805442229
56	33	ranked_33.pdb_clean	-40.01325239314062
57	56	ranked_56.pdb_clean	-35.82369999582738
58	447	ranked_447.pdb_clean	-35.685115199824835
59	27	ranked_27.pdb_clean	-33.631656985413095
60	207	ranked_207.pdb_clean	-33.15018632663988
61	86	ranked_86.pdb_clean	-28.00050342800619
62	292	ranked_292.pdb_clean	-26.60343821352069
63	236	ranked_236.pdb_clean	-26.181364776837313
64	421	ranked_421.pdb_clean	-15.280025924136687
65	220	ranked_220.pdb_clean	-15.136857050661334
66	98	ranked_98.pdb_clean	-12.882083096120681
67	401	ranked_401.pdb_clean	-9.072900458559289
68	163	ranked_163.pdb_clean	-8.232790840175525
69	277	ranked_277.pdb_clean	-5.795757889253764
70	73	ranked_73.pdb_clean	-2.8083405497319944
71	264	ranked_264.pdb_clean	-2.2174559137645105
72	357	ranked_357.pdb_clean	-0.9227870539543375
73	248	ranked_248.pdb_clean	-0.6689926895061973
74	11	ranked_11.pdb_clean	-0.48597100993215037
75	302	ranked_302.pdb_clean	0.5519609115995721
76	83	ranked_83.pdb_clean	0.8387160545867971
77	580	ranked_580.pdb_clean	1.8128317342998912
78	44	ranked_44.pdb_clean	2.457697288685253
79	177	ranked_177.pdb_clean	4.3624045070560555
80	392	ranked_392.pdb_clean	5.3420740885652975
81	25	ranked_25.pdb_clean	7.2284129947791484
82	382	ranked_382.pdb_clean	8.356805459865448
83	408	ranked_408.pdb_clean	9.547296128088547
84	104	ranked_104.pdb_clean	11.560369616106883
85	378	ranked_378.pdb_clean	22.205453230043005
86	128	ranked_128.pdb_clean	25.247358749718927
87	467	ranked_467.pdb_clean	26.896860610326996
88	269	ranked_269.pdb_clean	28.6248565312315
89	659	ranked_659.pdb_clean	28.979689499308975
90	420	ranked_420.pdb_clean	29.871913196314495
91	813	ranked_813.pdb_clean	32.00721740761078
92	491	ranked_491.pdb_clean	33.140354770593106
93	31	ranked_31.pdb_clean	34.990835480491754
94	37	ranked_37.pdb_clean	35.133811629616346
95	30	ranked_30.pdb_clean	35.262318989340415
96	28	ranked_28.pdb_clean	37.91792321945174
97	629	ranked_629.pdb_clean	38.59068096081444
98	817	ranked_817.pdb_clean	41.52926685763218
99	12	ranked_12.pdb_clean	43.252085861795535
100	74	ranked_74.pdb_clean	44.94956408137692
101	250	ranked_250.pdb_clean	45.67712968788126
102	69	ranked_69.pdb_clean	53.567076223131366
103	70	ranked_70.pdb_clean	53.839204119423414
104	265	ranked_265.pdb_clean	54.91934995193229
105	675	ranked_675.pdb_clean	55.88624339738617
106	232	ranked_232.pdb_clean	58.90371391573531
107	610	ranked_610.pdb_clean	59.878956102916405
108	49	ranked_49.pdb_clean	65.99763172158417
109	3	ranked_3.pdb_clean	66.35326997289589
110	112	ranked_112.pdb_clean	67.21356972031501
111	15	ranked_15.pdb_clean	68.63118633744334
112	227	ranked_227.pdb_clean	69.78968730446765
113	475	ranked_475.pdb_clean	72.1146255211958
114	79	ranked_79.pdb_clean	73.03355582829191
115	194	ranked_194.pdb_clean	73.10777297021208
116	529	ranked_529.pdb_clean	74.60953112145255
117	396	ranked_396.pdb_clean	76.65876355394549
118	108	ranked_108.pdb_clean	78.36409897748398
119	63	ranked_63.pdb_clean	78.47314356975114
120	287	ranked_287.pdb_clean	81.80501437943276
121	395	ranked_395.pdb_clean	83.0999553749216
122	22	ranked_22.pdb_clean	83.91519740082329
123	636	ranked_636.pdb_clean	84.9785334035871
124	431	ranked_431.pdb_clean	85.01446233340268
125	168	ranked_168.pdb_clean	86.27105110675872
126	373	ranked_373.pdb_clean	89.27175626970164
127	115	ranked_115.pdb_clean	90.4381117061137
128	553	ranked_553.pdb_clean	90.57336005563543
129	84	ranked_84.pdb_clean	91.05330762306606
130	644	ranked_644.pdb_clean	91.39740775569668
131	297	ranked_297.pdb_clean	95.94244656226682
132	53	ranked_53.pdb_clean	97.52946766246389
133	497	ranked_497.pdb_clean	98.25084106624699
134	426	ranked_426.pdb_clean	99.964483750225
135	365	ranked_365.pdb_clean	101.37042564033955
136	755	ranked_755.pdb_clean	103.04251643064042
137	94	ranked_94.pdb_clean	103.36525337825019
138	472	ranked_472.pdb_clean	104.23754229582663
139	89	ranked_89.pdb_clean	104.32114936823909
140	113	ranked_113.pdb_clean	106.61533647723816
141	519	ranked_519.pdb_clean	106.66506232907754
142	6	ranked_6.pdb_clean	107.18988178878821
143	59	ranked_59.pdb_clean	110.395786699395
144	106	ranked_106.pdb_clean	112.45578025759865
145	514	ranked_514.pdb_clean	113.7427607838067
146	369	ranked_369.pdb_clean	114.96087120416094
147	284	ranked_284.pdb_clean	115.37724565178813
148	530	ranked_530.pdb_clean	115.66261430273993
149	699	ranked_699.pdb_clean	116.18815724569639
150	126	ranked_126.pdb_clean	117.98348234342721
151	301	ranked_301.pdb_clean	119.9527589646991
152	210	ranked_210.pdb_clean	123.16745254238741
153	95	ranked_95.pdb_clean	123.52743533205033
154	449	ranked_449.pdb_clean	127.83575554885554
155	585	ranked_585.pdb_clean	129.71370771316163
156	437	ranked_437.pdb_clean	130.37101357865004
157	623	ranked_623.pdb_clean	131.469036458142
158	358	ranked_358.pdb_clean	133.330702563113
159	462	ranked_462.pdb_clean	133.61712969831342
160	718	ranked_718.pdb_clean	133.7229232590945
161	457	ranked_457.pdb_clean	135.05968790252513
162	606	ranked_606.pdb_clean	137.45149567105256
163	290	ranked_290.pdb_clean	137.87043672050254
164	439	ranked_439.pdb_clean	138.48171234296683
165	17	ranked_17.pdb_clean	138.71526163926774
166	389	ranked_389.pdb_clean	140.38099466058867
167	552	ranked_552.pdb_clean	141.07022344909166
168	317	ranked_317.pdb_clean	143.44140437478313
169	225	ranked_225.pdb_clean	146.34125799668539
170	724	ranked_724.pdb_clean	149.9755368905066
171	375	ranked_375.pdb_clean	150.27922234382305
172	199	ranked_199.pdb_clean	153.51789183559384
173	306	ranked_306.pdb_clean	154.518552682399
174	508	ranked_508.pdb_clean	156.08862625877316
175	274	ranked_274.pdb_clean	156.82787878124037
176	534	ranked_534.pdb_clean	157.9727465027724
177	628	ranked_628.pdb_clean	160.35815918888449
178	599	ranked_599.pdb_clean	161.52511081800628
179	217	ranked_217.pdb_clean	161.59680616690497
180	411	ranked_411.pdb_clean	162.14493789642552
181	80	ranked_80.pdb_clean	163.0792841113743
182	350	ranked_350.pdb_clean	164.64561705454554
183	587	ranked_587.pdb_clean	166.36567458471433
184	4	ranked_4.pdb_clean	168.8487027848878
185	748	ranked_748.pdb_clean	169.39977250413853
186	674	ranked_674.pdb_clean	172.45709293068217
187	653	ranked_653.pdb_clean	172.9930905938628
188	75	ranked_75.pdb_clean	174.31938515492357
189	343	ranked_343.pdb_clean	174.7715126877847
190	700	ranked_700.pdb_clean	174.8483189951358
191	71	ranked_71.pdb_clean	175.55944516032343
192	443	ranked_443.pdb_clean	177.5585388118883
193	337	ranked_337.pdb_clean	177.75448411505312
194	418	ranked_418.pdb_clean	178.52860778614485
195	565	ranked_565.pdb_clean	180.90184422022082
196	97	ranked_97.pdb_clean	182.61684501353147
197	239	ranked_239.pdb_clean	183.48264100332005
198	228	ranked_228.pdb_clean	187.32667096333103
199	36	ranked_36.pdb_clean	188.70119115516667
200	464	ranked_464.pdb_clean	188.7125720511363
201	219	ranked_219.pdb_clean	192.19696337738776
202	344	ranked_344.pdb_clean	193.55779272055275
203	20	ranked_20.pdb_clean	197.00438910084114
204	314	ranked_314.pdb_clean	197.49879915878972
205	722	ranked_722.pdb_clean	199.04378211818408
206	640	ranked_640.pdb_clean	201.7254666243951
207	584	ranked_584.pdb_clean	201.91569896587282
208	697	ranked_697.pdb_clean	202.1720172566827
209	386	ranked_386.pdb_clean	203.30630814534112
210	501	ranked_501.pdb_clean	204.1472591485459
211	714	ranked_714.pdb_clean	206.87521282717057
212	670	ranked_670.pdb_clean	208.52811299261646
213	305	ranked_305.pdb_clean	211.69735802373134
214	316	ranked_316.pdb_clean	211.9992734455148
215	709	ranked_709.pdb_clean	212.99397257002374
216	416	ranked_416.pdb_clean	213.55955088754092
217	592	ranked_592.pdb_clean	215.7171930800622
218	430	ranked_430.pdb_clean	216.96636880401553
219	502	ranked_502.pdb_clean	218.00246087565495
220	596	ranked_596.pdb_clean	219.15245678117827
221	409	ranked_409.pdb_clean	220.6032492347864
222	533	ranked_533.pdb_clean	222.39950049991978
223	326	ranked_326.pdb_clean	223.41473135766995
224	482	ranked_482.pdb_clean	224.24522958853908
225	414	ranked_414.pdb_clean	226.29876506608576
226	600	ranked_600.pdb_clean	226.83068325479843
227	440	ranked_440.pdb_clean	227.00487488340627
228	1	ranked_1.pdb_clean	227.58399814053593
229	403	ranked_403.pdb_clean	229.57386328202824
230	407	ranked_407.pdb_clean	230.12668358565497
