#	old_rank	structure_name	score
0	864	ranked_864.pdb_clean_haddock.pdb	-142.92745000000002
1	411	ranked_411.pdb_clean_haddock.pdb	-132.76061
2	374	ranked_374.pdb_clean_haddock.pdb	-130.26300000000003
3	195	ranked_195.pdb_clean_haddock.pdb	-126.30767000000002
4	199	ranked_199.pdb_clean_haddock.pdb	-125.97314699999998
5	416	ranked_416.pdb_clean_haddock.pdb	-125.7672
6	870	ranked_870.pdb_clean_haddock.pdb	-120.84586100000001
7	455	ranked_455.pdb_clean_haddock.pdb	-120.64598000000001
8	627	ranked_627.pdb_clean_haddock.pdb	-120.09285000000001
9	929	ranked_929.pdb_clean_haddock.pdb	-119.481758
10	505	ranked_505.pdb_clean_haddock.pdb	-119.28092000000001
11	405	ranked_405.pdb_clean_haddock.pdb	-118.72791000000001
12	257	ranked_257.pdb_clean_haddock.pdb	-118.39648000000001
13	339	ranked_339.pdb_clean_haddock.pdb	-118.35753999999999
14	403	ranked_403.pdb_clean_haddock.pdb	-118.066
15	471	ranked_471.pdb_clean_haddock.pdb	-117.70281000000001
16	138	ranked_138.pdb_clean_haddock.pdb	-116.78755000000001
17	630	ranked_630.pdb_clean_haddock.pdb	-116.50926
18	511	ranked_511.pdb_clean_haddock.pdb	-115.91578000000001
19	197	ranked_197.pdb_clean_haddock.pdb	-115.65282
20	457	ranked_457.pdb_clean_haddock.pdb	-114.93852
21	476	ranked_476.pdb_clean_haddock.pdb	-114.70925000000001
22	470	ranked_470.pdb_clean_haddock.pdb	-114.34833
23	750	ranked_750.pdb_clean_haddock.pdb	-114.32563999999999
24	255	ranked_255.pdb_clean_haddock.pdb	-113.82259
25	326	ranked_326.pdb_clean_haddock.pdb	-113.77528000000001
26	104	ranked_104.pdb_clean_haddock.pdb	-113.559607
27	987	ranked_987.pdb_clean_haddock.pdb	-113.34036300000001
28	160	ranked_160.pdb_clean_haddock.pdb	-113.06541000000001
29	996	ranked_996.pdb_clean_haddock.pdb	-112.42796000000001
30	995	ranked_995.pdb_clean_haddock.pdb	-112.39155600000001
31	899	ranked_899.pdb_clean_haddock.pdb	-112.21968
32	209	ranked_209.pdb_clean_haddock.pdb	-111.62809000000001
33	979	ranked_979.pdb_clean_haddock.pdb	-111.61479
34	194	ranked_194.pdb_clean_haddock.pdb	-111.40247
35	731	ranked_731.pdb_clean_haddock.pdb	-111.290307
36	260	ranked_260.pdb_clean_haddock.pdb	-111.00720000000001
37	935	ranked_935.pdb_clean_haddock.pdb	-110.88600000000001
38	985	ranked_985.pdb_clean_haddock.pdb	-110.88450999999999
39	133	ranked_133.pdb_clean_haddock.pdb	-110.69300000000001
40	110	ranked_110.pdb_clean_haddock.pdb	-110.50628
41	203	ranked_203.pdb_clean_haddock.pdb	-110.323867
42	189	ranked_189.pdb_clean_haddock.pdb	-110.15465
43	925	ranked_925.pdb_clean_haddock.pdb	-110.14586999999999
44	184	ranked_184.pdb_clean_haddock.pdb	-109.68885999999999
45	215	ranked_215.pdb_clean_haddock.pdb	-109.685023
46	816	ranked_816.pdb_clean_haddock.pdb	-109.41535999999999
47	369	ranked_369.pdb_clean_haddock.pdb	-109.39414
48	135	ranked_135.pdb_clean_haddock.pdb	-109.33837700000001
49	202	ranked_202.pdb_clean_haddock.pdb	-109.14257
50	37	ranked_37.pdb_clean_haddock.pdb	-108.98476000000002
51	330	ranked_330.pdb_clean_haddock.pdb	-108.754639
52	951	ranked_951.pdb_clean_haddock.pdb	-108.75128
53	70	ranked_70.pdb_clean_haddock.pdb	-108.31200000000001
54	645	ranked_645.pdb_clean_haddock.pdb	-108.20808000000001
55	345	ranked_345.pdb_clean_haddock.pdb	-108.10046000000001
56	58	ranked_58.pdb_clean_haddock.pdb	-108.00197000000001
57	958	ranked_958.pdb_clean_haddock.pdb	-107.97066200000002
58	843	ranked_843.pdb_clean_haddock.pdb	-107.96273000000001
59	142	ranked_142.pdb_clean_haddock.pdb	-107.94823000000001
60	297	ranked_297.pdb_clean_haddock.pdb	-107.68663000000001
61	946	ranked_946.pdb_clean_haddock.pdb	-107.58846000000001
62	431	ranked_431.pdb_clean_haddock.pdb	-107.16398000000001
63	15	ranked_15.pdb_clean_haddock.pdb	-107.02603
64	286	ranked_286.pdb_clean_haddock.pdb	-107.01167999999998
65	119	ranked_119.pdb_clean_haddock.pdb	-106.96480000000001
66	219	ranked_219.pdb_clean_haddock.pdb	-106.877305
67	751	ranked_751.pdb_clean_haddock.pdb	-106.81284
68	956	ranked_956.pdb_clean_haddock.pdb	-106.68563
69	28	ranked_28.pdb_clean_haddock.pdb	-106.64304000000003
70	944	ranked_944.pdb_clean_haddock.pdb	-106.547178
71	94	ranked_94.pdb_clean_haddock.pdb	-106.36586000000001
72	282	ranked_282.pdb_clean_haddock.pdb	-106.36333800000001
73	291	ranked_291.pdb_clean_haddock.pdb	-106.11427200000003
74	33	ranked_33.pdb_clean_haddock.pdb	-105.97652000000001
75	60	ranked_60.pdb_clean_haddock.pdb	-105.95706
76	300	ranked_300.pdb_clean_haddock.pdb	-105.84431000000001
77	174	ranked_174.pdb_clean_haddock.pdb	-105.81760000000001
78	436	ranked_436.pdb_clean_haddock.pdb	-105.77253811000001
79	435	ranked_435.pdb_clean_haddock.pdb	-105.71673000000001
80	80	ranked_80.pdb_clean_haddock.pdb	-105.61813000000001
81	417	ranked_417.pdb_clean_haddock.pdb	-105.55157521
82	100	ranked_100.pdb_clean_haddock.pdb	-105.509797
83	137	ranked_137.pdb_clean_haddock.pdb	-105.48365000000001
84	510	ranked_510.pdb_clean_haddock.pdb	-105.38926000000001
85	799	ranked_799.pdb_clean_haddock.pdb	-105.36118
86	8	ranked_8.pdb_clean_haddock.pdb	-105.29611
87	248	ranked_248.pdb_clean_haddock.pdb	-105.2755
88	166	ranked_166.pdb_clean_haddock.pdb	-104.83468
89	164	ranked_164.pdb_clean_haddock.pdb	-104.748752
90	406	ranked_406.pdb_clean_haddock.pdb	-104.660424
91	526	ranked_526.pdb_clean_haddock.pdb	-104.39754
92	115	ranked_115.pdb_clean_haddock.pdb	-104.36579
93	836	ranked_836.pdb_clean_haddock.pdb	-104.34975000000001
94	92	ranked_92.pdb_clean_haddock.pdb	-104.28187000000001
95	909	ranked_909.pdb_clean_haddock.pdb	-104.2586
96	975	ranked_975.pdb_clean_haddock.pdb	-104.20579000000001
97	992	ranked_992.pdb_clean_haddock.pdb	-103.658518
98	205	ranked_205.pdb_clean_haddock.pdb	-103.38868099999999
99	163	ranked_163.pdb_clean_haddock.pdb	-103.385833
100	423	ranked_423.pdb_clean_haddock.pdb	-103.37696000000003
101	49	ranked_49.pdb_clean_haddock.pdb	-103.2698
102	11	ranked_11.pdb_clean_haddock.pdb	-103.22914999999999
103	977	ranked_977.pdb_clean_haddock.pdb	-103.17902000000001
104	156	ranked_156.pdb_clean_haddock.pdb	-103.00492
105	357	ranked_357.pdb_clean_haddock.pdb	-103.00107000000001
106	999	ranked_999.pdb_clean_haddock.pdb	-102.82588000000001
107	73	ranked_73.pdb_clean_haddock.pdb	-102.73224968000001
108	103	ranked_103.pdb_clean_haddock.pdb	-102.73115100000001
109	607	ranked_607.pdb_clean_haddock.pdb	-102.72214
110	149	ranked_149.pdb_clean_haddock.pdb	-102.55635
111	764	ranked_764.pdb_clean_haddock.pdb	-102.50323
112	561	ranked_561.pdb_clean_haddock.pdb	-102.41094000000001
113	277	ranked_277.pdb_clean_haddock.pdb	-102.26362
114	957	ranked_957.pdb_clean_haddock.pdb	-102.09323000000002
115	960	ranked_960.pdb_clean_haddock.pdb	-102.08460000000001
116	949	ranked_949.pdb_clean_haddock.pdb	-102.077547
117	145	ranked_145.pdb_clean_haddock.pdb	-102.01215
118	516	ranked_516.pdb_clean_haddock.pdb	-101.99801
119	991	ranked_991.pdb_clean_haddock.pdb	-101.88261000000001
120	721	ranked_721.pdb_clean_haddock.pdb	-101.77835999999999
121	786	ranked_786.pdb_clean_haddock.pdb	-101.77544
122	703	ranked_703.pdb_clean_haddock.pdb	-101.754095
123	553	ranked_553.pdb_clean_haddock.pdb	-101.739025
124	124	ranked_124.pdb_clean_haddock.pdb	-101.65330999999999
125	343	ranked_343.pdb_clean_haddock.pdb	-101.57056899999999
126	719	ranked_719.pdb_clean_haddock.pdb	-101.51586000000002
127	208	ranked_208.pdb_clean_haddock.pdb	-101.50495000000001
128	254	ranked_254.pdb_clean_haddock.pdb	-101.47354
129	186	ranked_186.pdb_clean_haddock.pdb	-101.42784
130	500	ranked_500.pdb_clean_haddock.pdb	-101.24428999999999
131	167	ranked_167.pdb_clean_haddock.pdb	-101.23803000000001
132	179	ranked_179.pdb_clean_haddock.pdb	-101.22918000000001
133	552	ranked_552.pdb_clean_haddock.pdb	-101.22821000000002
134	811	ranked_811.pdb_clean_haddock.pdb	-101.17176
135	247	ranked_247.pdb_clean_haddock.pdb	-101.11617
136	55	ranked_55.pdb_clean_haddock.pdb	-101.1161
137	459	ranked_459.pdb_clean_haddock.pdb	-101.09067
138	399	ranked_399.pdb_clean_haddock.pdb	-101.00482
139	181	ranked_181.pdb_clean_haddock.pdb	-100.96878000000001
140	29	ranked_29.pdb_clean_haddock.pdb	-100.9501
141	355	ranked_355.pdb_clean_haddock.pdb	-100.91776
142	658	ranked_658.pdb_clean_haddock.pdb	-100.82855
143	83	ranked_83.pdb_clean_haddock.pdb	-100.79826
144	161	ranked_161.pdb_clean_haddock.pdb	-100.68996
145	845	ranked_845.pdb_clean_haddock.pdb	-100.68814
146	86	ranked_86.pdb_clean_haddock.pdb	-100.52311
147	930	ranked_930.pdb_clean_haddock.pdb	-100.47509000000002
148	82	ranked_82.pdb_clean_haddock.pdb	-100.42518000000001
149	945	ranked_945.pdb_clean_haddock.pdb	-100.38026599999999
150	26	ranked_26.pdb_clean_haddock.pdb	-100.37698
151	430	ranked_430.pdb_clean_haddock.pdb	-100.34390562
152	4	ranked_4.pdb_clean_haddock.pdb	-100.30277999999998
153	42	ranked_42.pdb_clean_haddock.pdb	-100.28209299999999
154	98	ranked_98.pdb_clean_haddock.pdb	-100.20467000000002
155	559	ranked_559.pdb_clean_haddock.pdb	-100.15741999999999
156	976	ranked_976.pdb_clean_haddock.pdb	-100.14113000000002
157	972	ranked_972.pdb_clean_haddock.pdb	-99.99773
158	538	ranked_538.pdb_clean_haddock.pdb	-99.96775
159	22	ranked_22.pdb_clean_haddock.pdb	-99.90673000000001
160	53	ranked_53.pdb_clean_haddock.pdb	-99.86476099999999
161	134	ranked_134.pdb_clean_haddock.pdb	-99.82849999999999
162	997	ranked_997.pdb_clean_haddock.pdb	-99.7868
163	188	ranked_188.pdb_clean_haddock.pdb	-99.76257
164	18	ranked_18.pdb_clean_haddock.pdb	-99.74048
165	296	ranked_296.pdb_clean_haddock.pdb	-99.73961000000001
166	644	ranked_644.pdb_clean_haddock.pdb	-99.61832000000001
167	35	ranked_35.pdb_clean_haddock.pdb	-99.61260000000001
168	117	ranked_117.pdb_clean_haddock.pdb	-99.58236000000001
169	790	ranked_790.pdb_clean_haddock.pdb	-99.58058999999999
170	227	ranked_227.pdb_clean_haddock.pdb	-99.57606000000001
171	501	ranked_501.pdb_clean_haddock.pdb	-99.57268
172	902	ranked_902.pdb_clean_haddock.pdb	-99.543862
173	131	ranked_131.pdb_clean_haddock.pdb	-99.47468
174	939	ranked_939.pdb_clean_haddock.pdb	-99.43384000000002
175	342	ranked_342.pdb_clean_haddock.pdb	-99.37827000000001
176	394	ranked_394.pdb_clean_haddock.pdb	-99.29427000000001
177	622	ranked_622.pdb_clean_haddock.pdb	-99.29005008
178	587	ranked_587.pdb_clean_haddock.pdb	-99.26927
179	113	ranked_113.pdb_clean_haddock.pdb	-99.221468
180	59	ranked_59.pdb_clean_haddock.pdb	-99.19901800000002
181	12	ranked_12.pdb_clean_haddock.pdb	-99.13474000000001
182	95	ranked_95.pdb_clean_haddock.pdb	-99.10607
183	647	ranked_647.pdb_clean_haddock.pdb	-99.09638
184	206	ranked_206.pdb_clean_haddock.pdb	-99.07634300000001
185	428	ranked_428.pdb_clean_haddock.pdb	-99.03232
186	77	ranked_77.pdb_clean_haddock.pdb	-99.02249
187	84	ranked_84.pdb_clean_haddock.pdb	-98.87104008000001
188	852	ranked_852.pdb_clean_haddock.pdb	-98.85510000000001
189	923	ranked_923.pdb_clean_haddock.pdb	-98.85078000000001
190	648	ranked_648.pdb_clean_haddock.pdb	-98.812374
191	600	ranked_600.pdb_clean_haddock.pdb	-98.809576
