#  old_rank	structure_name		score
0	478	ranked_478.pdb_clean	-331.6954619079248
1	553	ranked_553.pdb_clean	-305.13883888762643
2	313	ranked_313.pdb_clean	-288.3437737526715
3	402	ranked_402.pdb_clean	-265.98595073406545
4	17	ranked_17.pdb_clean	-261.49064032135595
5	782	ranked_782.pdb_clean	-258.9802217030504
6	474	ranked_474.pdb_clean	-255.10717786363756
7	100	ranked_100.pdb_clean	-249.86613533590875
8	621	ranked_621.pdb_clean	-246.26708140854495
9	752	ranked_752.pdb_clean	-245.72960932921185
10	429	ranked_429.pdb_clean	-238.12245972624453
11	13	ranked_13.pdb_clean	-221.49239759766166
12	194	ranked_194.pdb_clean	-214.0666066123174
13	366	ranked_366.pdb_clean	-212.87514294796907
14	775	ranked_775.pdb_clean	-212.13074922669162
15	47	ranked_47.pdb_clean	-211.74022403764855
16	159	ranked_159.pdb_clean	-207.1104642948839
17	440	ranked_440.pdb_clean	-196.69544041246579
18	605	ranked_605.pdb_clean	-189.18755585380958
19	30	ranked_30.pdb_clean	-180.38761782689076
20	14	ranked_14.pdb_clean	-178.08656600853396
21	88	ranked_88.pdb_clean	-170.54224848807934
22	663	ranked_663.pdb_clean	-167.41983304221816
23	369	ranked_369.pdb_clean	-166.28377417417553
24	197	ranked_197.pdb_clean	-162.02943270152417
25	434	ranked_434.pdb_clean	-151.5560400017509
26	36	ranked_36.pdb_clean	-150.3271447445864
27	527	ranked_527.pdb_clean	-149.47837403381584
28	488	ranked_488.pdb_clean	-140.93811335589027
29	11	ranked_11.pdb_clean	-140.73854494576636
30	28	ranked_28.pdb_clean	-140.33595921687487
31	102	ranked_102.pdb_clean	-138.23017025755445
32	477	ranked_477.pdb_clean	-138.08099569835855
33	60	ranked_60.pdb_clean	-136.30963067234268
34	12	ranked_12.pdb_clean	-136.27969218169298
35	79	ranked_79.pdb_clean	-133.14832696787295
36	736	ranked_736.pdb_clean	-128.20588560600697
37	94	ranked_94.pdb_clean	-126.39432187464851
38	5	ranked_5.pdb_clean	-126.24225453331556
39	15	ranked_15.pdb_clean	-125.3758227569228
40	351	ranked_351.pdb_clean	-122.45655268372485
41	414	ranked_414.pdb_clean	-122.23486161836904
42	109	ranked_109.pdb_clean	-115.57893064648626
43	404	ranked_404.pdb_clean	-114.06580998620316
44	654	ranked_654.pdb_clean	-112.82392334497384
45	97	ranked_97.pdb_clean	-111.25422864057533
46	548	ranked_548.pdb_clean	-108.76816162217312
47	415	ranked_415.pdb_clean	-107.43389395032942
48	121	ranked_121.pdb_clean	-106.42052789174338
49	326	ranked_326.pdb_clean	-103.62073742537085
50	151	ranked_151.pdb_clean	-100.50468156638007
51	82	ranked_82.pdb_clean	-100.03365663490243
52	551	ranked_551.pdb_clean	-97.30068185416529
53	184	ranked_184.pdb_clean	-94.16405165642162
54	509	ranked_509.pdb_clean	-89.66451332403308
55	601	ranked_601.pdb_clean	-89.33602951502594
56	487	ranked_487.pdb_clean	-84.42627614058412
57	311	ranked_311.pdb_clean	-81.76039757335063
58	182	ranked_182.pdb_clean	-76.07184812377847
59	337	ranked_337.pdb_clean	-64.44617906309809
60	129	ranked_129.pdb_clean	-63.47054455479173
61	412	ranked_412.pdb_clean	-63.209639791298684
62	178	ranked_178.pdb_clean	-61.03974609058594
